artistName|artistUri|songName|songUri|songDuration|songPopularity|played_at
Ralphi Rosario|spotify:artist:0c5584rnmlOvkMpJtpBLTh|You Used To Hold Me - Spiritchaser Remix|spotify:track:2f6FeOhfM0rVnc4LoRI40b|429766|17|2021-02-11T19:57:46.119Z
Spiritchaser|spotify:artist:05FYF8i0eXeZjLLLcgc8HJ|These Tears - Club Mix|spotify:track:53PBDV77V0qSMGYK66v1Ao|507372|3|2021-02-11T19:50:35.869Z
Alexandra Streliski|spotify:artist:0HyM2wwUfOsZYD4Dj5IOOZ|Burnout Fugue|spotify:track:2fQJuQ0MhsEmRyzBakNUjY|172199|49|2021-02-11T19:42:08.050Z
Spiritchaser|spotify:artist:05FYF8i0eXeZjLLLcgc8HJ|I Remain - Extended Mix|spotify:track:5dyhGulwQKfYKqfm1GJDTK|383606|11|2021-02-11T19:39:15.380Z
Ross Couch|spotify:artist:6n9tw6ZtS39CELDQAKvanX|Like The Sun (Spiritchaser Remix)|spotify:track:0kaeFBTRjHr6jUQ8nX47zj|334426|14|2021-02-11T19:32:51.303Z
Frankie Knuckles|spotify:artist:63yl9nDNrHpiAYGlNJxxjc|I'll Take You There - Director's Cut Classic Signature Radio Version|spotify:track:3ylER3O8efY7RdeZHZuexW|255259|48|2021-02-11T19:27:16.388Z
M.ono|spotify:artist:1CDoYUHtnkdMK6BSlCk46K|Never Gonna Leave U|spotify:track:0sSeylfCIsMMlFTe9N8BRp|386481|30|2021-02-11T19:23:00.670Z
Jessie Ware|spotify:artist:5Mq7iqCWBzofK39FBqblNc|Running - Disclosure 2021 VIP|spotify:track:2F1ZC6Z0pAqfvPqsNwqr7D|392383|54|2021-02-11T19:17:39.385Z
Moon Rocket|spotify:artist:1kSsrlTgiil1smkT4Brc6P|Reciprocity - Main Mix|spotify:track:7xqSHbbL30WcxTb6tG2mEH|403250|34|2021-02-11T19:11:06.617Z
Alex Hook|spotify:artist:5crDtS0zvUv8JInPEHiige|Right Now - Original Mix|spotify:track:6uaKbpJpqnjzcj1QSnXzMr|314196|37|2021-02-11T19:04:22.888Z
Alex Hook|spotify:artist:5crDtS0zvUv8JInPEHiige|Right Now - Original Mix|spotify:track:6uaKbpJpqnjzcj1QSnXzMr|314196|37|2021-02-11T17:08:47.981Z
Etta James|spotify:artist:0iOVhN3tnSvgDbcg25JoJb|A Sunday Kind Of Love|spotify:track:0zGLlXbHlrAyBN1x6sY0rb|196133|69|2021-02-11T17:02:57.097Z
Gregory Porter|spotify:artist:06nevPmNVfWUXyZkccahL8|Everything You Touch Is Gold|spotify:track:38eB2BbrR7PLK7zyQYgBDx|363240|57|2021-02-11T16:59:40.464Z
Norah Jones|spotify:artist:2Kx7MNY7cI1ENniW7vT30N|What Am I To You?|spotify:track:0AMKZWRgdFfGYYTxiWrwwH|210000|60|2021-02-11T16:53:36.834Z
Billie Holiday|spotify:artist:1YzCsTRb22dQkh9lghPIrp|I'll Be Seeing You|spotify:track:4smkJW6uzoHxGReZqqwHS5|211533|64|2021-02-11T16:50:06.265Z
Diana Krall|spotify:artist:5z1VAFwT35EVvCp1XlZZuL|Let's Fall In Love|spotify:track:4IVyX0UJzGyUk0MLiz1jVJ|258959|61|2021-02-11T16:46:34.242Z
Lizz Wright|spotify:artist:3K0BfjMh2dS8WITuiMuGGW|Hit The Ground|spotify:track:5xfRRvZe2OqiU4sXcUUUZ9|210520|40|2021-02-11T16:42:14.809Z
Eliane Elias|spotify:artist:4qKIiUdFND09cgGOc5kfoR|Little Paradise|spotify:track:7p3AeUfrHFKdBuyVTXwXKW|299506|57|2021-02-11T16:38:43.804Z
Norah Jones|spotify:artist:2Kx7MNY7cI1ENniW7vT30N|Come Away With Me|spotify:track:0Cvjlph1WGbwZY1PlMEtJY|198146|70|2021-02-11T16:33:43.823Z
Etta James|spotify:artist:0iOVhN3tnSvgDbcg25JoJb|I'd Rather Go Blind|spotify:track:1kPBT8S2wJFNAyBMnGVZgL|156653|68|2021-02-11T16:30:25.201Z
Billie Holiday|spotify:artist:1YzCsTRb22dQkh9lghPIrp|April In Paris|spotify:track:34zhjduFdQFhkRUJ230h9T|185586|59|2021-02-11T16:27:48.053Z
Diana Krall|spotify:artist:5z1VAFwT35EVvCp1XlZZuL|Night And Day|spotify:track:5gSYmTVASekarEoK4puiRD|278293|62|2021-02-11T16:24:41.981Z
Lianne La Havas|spotify:artist:2RP4pPHTXlQpDnO9LvR7Yt|Paper Thin|spotify:track:7kC97zPE0PxrcItXyGdk8P|298720|61|2021-02-11T16:20:03.517Z
Norah Jones|spotify:artist:2Kx7MNY7cI1ENniW7vT30N|Unchained Melody|spotify:track:4Fook83HYnB77YeERLExXB|172773|60|2021-02-11T16:15:04.011Z
Laura Fygi|spotify:artist:5ETqbIZYRoPMQbly4iVfuB|La vie en rose|spotify:track:5ShdF7P8hl40IhvhoTnVyx|227953|60|2021-02-11T16:12:09.750Z
Melody Gardot|spotify:artist:2P1puQXmG48EVLBrHbum1J|From Paris With Love - Single Version|spotify:track:49UeyKygzNO99mDvFNam8G|286863|54|2021-02-11T16:08:21.322Z
Katie Melua|spotify:artist:5uCXJWo3WoXgqv3T1RlAbh|Wonderful Life|spotify:track:0cqLFzFYsQurUI3McUZkLg|247152|58|2021-02-11T16:03:33.967Z
Ella Fitzgerald|spotify:artist:5V0MlUE1Bft0mbLlND7FJz|Nature Boy|spotify:track:41Guegd93PvYZYwSGiiDav|145733|53|2021-02-11T15:59:26.340Z
Norah Jones|spotify:artist:2Kx7MNY7cI1ENniW7vT30N|Carry On|spotify:track:4ZFhVVawR0xMJ5dJFNxFRl|168106|62|2021-02-11T15:57:00.112Z
Billie Holiday|spotify:artist:1YzCsTRb22dQkh9lghPIrp|I'll Look Around|spotify:track:1wAURZCIA0k5RNwaJN3dH3|195586|57|2021-02-11T15:54:11.519Z
Blossom Dearie|spotify:artist:5bWApG9Vdshhd1J50UnNf6|'Deed I Do|spotify:track:2dLM74n8z8UgW9NQhSbhm1|133666|55|2021-02-11T15:50:55.447Z
Melody Gardot|spotify:artist:2P1puQXmG48EVLBrHbum1J|Little Something|spotify:track:6MGANe9ez15uInl7xOLBx2|162131|59|2021-02-11T15:48:41.299Z
Lianne La Havas|spotify:artist:2RP4pPHTXlQpDnO9LvR7Yt|Bittersweet - Radio Edit|spotify:track:7CNtRYYyhNJKXFr2bQ5rv2|236640|63|2021-02-11T15:45:58.682Z
Norah Jones|spotify:artist:2Kx7MNY7cI1ENniW7vT30N|Those Sweet Words|spotify:track:2MKLbFPQ3QDXpQ0KnS06Kl|202640|60|2021-02-11T15:42:01.569Z
Julie London|spotify:artist:3qUMmh5biaB5hqpF4LqS3m|I'm Glad There Is You|spotify:track:1xlyVmdCo5lMRIzuMlAUF7|147413|58|2021-02-11T15:38:38.451Z
Nancy Wilson|spotify:artist:2JfVCMa3FlvQRlLT5uH9zb|I Wish You Love|spotify:track:7moJWeYfMTr7iWgSHvwF7Y|120133|55|2021-02-11T15:36:10.533Z
Madeleine Peyroux|spotify:artist:7nXyULtoL8k7wP9l6kg8Ef|To Love You All Over Again|spotify:track:4EPwpBN0t11bIxjsAI8oaF|237800|56|2021-02-11T15:34:09.900Z
Dinah Washington|spotify:artist:32LHRiof0sa4taYew9i3Fa|What A Diff'rence A Day Made|spotify:track:66iKqUazBbTlAEjcZrpDkD|151866|60|2021-02-11T15:30:11.619Z
Norah Jones|spotify:artist:2Kx7MNY7cI1ENniW7vT30N|Don't Know Why|spotify:track:6ybViy2qrO9sIi41EgRJgx|186146|72|2021-02-11T15:27:39.264Z
Norah Jones|spotify:artist:2Kx7MNY7cI1ENniW7vT30N|Carry On|spotify:track:2ZGaurO00KjKBSrBD1sDw5|164747|39|2021-02-11T15:24:33.013Z
Norah Jones|spotify:artist:2Kx7MNY7cI1ENniW7vT30N|Hurts To Be Alone|spotify:track:30FHlk3e72RIpVXjXNSBwi|205026|38|2021-02-11T15:21:48.376Z
Norah Jones|spotify:artist:2Kx7MNY7cI1ENniW7vT30N|All A Dream|spotify:track:7FXUojDG9Vy5i0ezgNVEw1|389546|39|2021-02-11T15:18:23.323Z
Norah Jones|spotify:artist:2Kx7MNY7cI1ENniW7vT30N|Chasing Pirates|spotify:track:6vN627hxV5aljet0i9TkwW|159546|39|2021-02-11T15:11:53.792Z
Norah Jones|spotify:artist:2Kx7MNY7cI1ENniW7vT30N|Sinkin' Soon|spotify:track:3yxYKudIm4SCOnHTElzBS3|278306|39|2021-02-11T15:09:14.290Z
Norah Jones|spotify:artist:2Kx7MNY7cI1ENniW7vT30N|Sunrise|spotify:track:1Qg8KM1iext7yFHfUMiG73|200626|40|2021-02-11T15:04:35.938Z
Norah Jones|spotify:artist:2Kx7MNY7cI1ENniW7vT30N|Don't Know Why|spotify:track:4s7bTFNUFBnontnLMmxFBN|185706|41|2021-02-11T15:01:15.368Z
Yiruma|spotify:artist:0fauHpmSHwodVYIjTqOGHz|Kiss the Rain|spotify:track:4qto2kJITIHyE086P4WtkU|300413|58|2021-02-11T14:56:20.918Z
Carluccio|spotify:artist:06bxyT4bXPZaKsInaJ75UL|Now and Then|spotify:track:3flrE9SDAQj4hP2kKzcHOG|147250|59|2021-02-11T14:50:20.136Z
Stephan Moccio|spotify:artist:25s9H1JQmTu3iuFzpXWUIg|Fracture|spotify:track:6GLy7czJd5VC2Jf47lpj12|207640|51|2021-02-11T14:47:52.391Z
Robin Bennich|spotify:artist:1GfrQqvl1vPBIgZZJTDAvM|Looking Forward, Looking Backward|spotify:track:7aqdP378yeJaww92qG8EsC|177875|50|2021-02-11T14:44:24.235Z
Ron Adelaar|spotify:artist:09L72oOms1QBoALUSLqx8u|Mélodie|spotify:track:3N0F05aDnSNEcIWrFqNaSm|163175|44|2021-02-11T14:41:25.956Z
Karen Biehl|spotify:artist:2eOvgM62uNUfdbjKaxp1X4|Reflections (Solo Piano)|spotify:track:0CuZ9QKH6XPJ9a9iFyp3x9|115624|47|2021-02-11T14:38:42.310Z
Berlioz|spotify:artist:6kndrupH2JaLYqh1wBKGar|Isla De Flores|spotify:track:7tDHMhO0bJpbkXzMyMIE0b|159124|57|2021-02-11T14:36:46.188Z
Alexandra Streliski|spotify:artist:0HyM2wwUfOsZYD4Dj5IOOZ|Changing Winds|spotify:track:436awEpc0xnabbR0z4i0Qw|193810|46|2021-02-11T14:34:06.574Z
Stephan Moccio|spotify:artist:25s9H1JQmTu3iuFzpXWUIg|Whitby|spotify:track:03b9EWz24mTfDvnrE8G41I|195240|47|2021-02-11T14:30:52.270Z
Ever So Blue|spotify:artist:6LwcYWG1molG0KW2xwnPd2|Onthou|spotify:track:0CoSBNNeO8JgayAfLttECk|128333|67|2021-02-11T14:27:36.567Z
Gavin Luke|spotify:artist:2bqAlaRiT91dCQ7KMGnP8i|If You Were Still Here|spotify:track:78mbkYjCPa0lP9QVdfz9FS|135357|53|2021-02-11T14:25:27.713Z
Peter Cavallo|spotify:artist:4wkhNurLn15nvnOh3O8yCV|Quietly Quietly|spotify:track:4WWzf8XjwjnvlCtXBd3y6c|202500|58|2021-02-11T14:23:11.887Z
Maya Wilkes|spotify:artist:1swCRrKnEzyg4wMnKdXjC0|For a While|spotify:track:2DEvpe8l6pxp7izgwcxMiu|135711|61|2021-02-11T14:19:48.887Z
Jesse Brown|spotify:artist:5ou3jxRm9LFgxvuZij5LBT|Notes From Tom|spotify:track:0MXNBq9JKgNoUprg9PMQwA|167768|59|2021-02-11T14:15:18.798Z
Alexandra Streliski|spotify:artist:0HyM2wwUfOsZYD4Dj5IOOZ|Burnout Fugue|spotify:track:2fQJuQ0MhsEmRyzBakNUjY|172199|49|2021-02-11T14:12:30.556Z
Yiruma|spotify:artist:0fauHpmSHwodVYIjTqOGHz|River Flows In You|spotify:track:2agBDIr9MYDUducQPC1sFU|188786|67|2021-02-11T14:09:37.872Z
Yiruma|spotify:artist:0fauHpmSHwodVYIjTqOGHz|Kiss The Rain|spotify:track:7vd1j4IDTU0koES9M8dvBQ|260653|59|2021-02-11T14:06:27.311Z
Moe Turk|spotify:artist:12rv3gD3SpWQRRkswqlwvF|Reflections|spotify:track:29I7I4DCLIORxKoHZUVi1R|359418|18|2021-02-10T23:05:51.141Z
Kevin Yost|spotify:artist:1FPV5yJGV2urezFSaXrYDV|If She Only Knew|spotify:track:4uYEhYjwMCPCuqPbUz6MOm|419000|31|2021-02-10T23:01:50.735Z
Evren Furtuna|spotify:artist:2NykTAY9IaV2yBQ6FWaL2m|So Far Away|spotify:track:0rWSxMbNVpCimTeXcuTJdO|425106|22|2021-02-10T22:54:53.442Z
Moe Turk|spotify:artist:12rv3gD3SpWQRRkswqlwvF|Lost|spotify:track:2t7MoYPZdgmGtoTyskyVr2|337735|24|2021-02-10T22:47:50.174Z
Kllo|spotify:artist:0RDC2Krd2nmqseGx5C8PQz|Walls to Build - Mall Grab Remix|spotify:track:6MogXqMw92ZO5r1eup0Cwb|376079|50|2021-02-10T18:19:10.059Z
Victoria Monét|spotify:artist:63XBtGSEZINSyXylZxEUbv|Experience|spotify:track:0hRRNHeSZv2x6pHCcXPAct|176773|61|2021-02-10T17:35:41.367Z
Sabrina Claudio|spotify:artist:30DhU7BDmF4PH0JVhu8ZRg|Frozen|spotify:track:21oJ1K99GBJrE2GVQGVjA0|244909|64|2021-02-10T17:32:46.105Z
James Vickery|spotify:artist:68tR0TsEKX89ID4fyBMgch|Pressure (with SG Lewis)|spotify:track:04ToULF2xWTbVtfAUk6K7P|169411|61|2021-02-10T17:28:42.906Z
Addex|spotify:artist:7MfskyzPlNjCjgiUD68r1A|Till' The Sunrise - Original Mix|spotify:track:6lDrjtfNcSUwFxqlWRMtOF|410017|22|2021-02-10T15:23:58.164Z
Spiritchaser|spotify:artist:05FYF8i0eXeZjLLLcgc8HJ|I Remain - Extended Mix|spotify:track:5dyhGulwQKfYKqfm1GJDTK|383606|12|2021-02-10T00:11:03.583Z
Ross Couch|spotify:artist:6n9tw6ZtS39CELDQAKvanX|Like The Sun (Spiritchaser Remix)|spotify:track:0kaeFBTRjHr6jUQ8nX47zj|334426|14|2021-02-10T00:04:41.823Z
Frankie Knuckles|spotify:artist:63yl9nDNrHpiAYGlNJxxjc|I'll Take You There - Director's Cut Classic Signature Radio Version|spotify:track:3ylER3O8efY7RdeZHZuexW|255259|48|2021-02-09T23:59:09.072Z
M.ono|spotify:artist:1CDoYUHtnkdMK6BSlCk46K|Never Gonna Leave U|spotify:track:0sSeylfCIsMMlFTe9N8BRp|386481|30|2021-02-09T23:54:55.190Z
Jessie Ware|spotify:artist:5Mq7iqCWBzofK39FBqblNc|Running - Disclosure 2021 VIP|spotify:track:2F1ZC6Z0pAqfvPqsNwqr7D|392383|55|2021-02-09T23:48:30.559Z
Moon Rocket|spotify:artist:1kSsrlTgiil1smkT4Brc6P|Reciprocity - Main Mix|spotify:track:7xqSHbbL30WcxTb6tG2mEH|403250|34|2021-02-09T23:41:59.883Z
Alex Hook|spotify:artist:5crDtS0zvUv8JInPEHiige|Right Now - Original Mix|spotify:track:6uaKbpJpqnjzcj1QSnXzMr|314196|37|2021-02-09T23:35:17.352Z
Alex Hook|spotify:artist:5crDtS0zvUv8JInPEHiige|Right Now - Original Mix|spotify:track:6uaKbpJpqnjzcj1QSnXzMr|314196|37|2021-02-09T23:29:34.149Z
Alex Hook|spotify:artist:5crDtS0zvUv8JInPEHiige|Right Now - Original Mix|spotify:track:6uaKbpJpqnjzcj1QSnXzMr|314196|37|2021-02-09T23:28:27.656Z
Georg Levin|spotify:artist:5irzRcjrMrXFfQqCoDkuW5|(I Got) Somebody New|spotify:track:3TOVOYv0gqW1v1yngK9kLm|377193|35|2021-02-09T23:19:59.462Z
Moe Turk|spotify:artist:12rv3gD3SpWQRRkswqlwvF|Reflections|spotify:track:29I7I4DCLIORxKoHZUVi1R|359418|18|2021-02-09T23:13:41.805Z
Kevin Yost|spotify:artist:1FPV5yJGV2urezFSaXrYDV|If She Only Knew|spotify:track:4uYEhYjwMCPCuqPbUz6MOm|419000|31|2021-02-09T23:07:41.901Z
Evren Furtuna|spotify:artist:2NykTAY9IaV2yBQ6FWaL2m|So Far Away|spotify:track:0rWSxMbNVpCimTeXcuTJdO|425106|22|2021-02-09T23:01:42.443Z
Moe Turk|spotify:artist:12rv3gD3SpWQRRkswqlwvF|Lost|spotify:track:2t7MoYPZdgmGtoTyskyVr2|337735|24|2021-02-09T22:54:36.869Z
Yiruma|spotify:artist:0fauHpmSHwodVYIjTqOGHz|Serenade In E|spotify:track:3wl2RHCR2kZdXIsNXMZu7R|310000|43|2021-02-09T22:42:32.621Z
Yiruma|spotify:artist:0fauHpmSHwodVYIjTqOGHz|Walking In The Forest - Piano Version|spotify:track:3UFbSrtbzJ6MhKFJ5oHKEc|189000|43|2021-02-09T22:37:22.639Z
Yiruma|spotify:artist:0fauHpmSHwodVYIjTqOGHz|A Moonlight Song|spotify:track:2UWuzV10EcR1bXjUL37zjS|214500|43|2021-02-09T22:34:13.692Z
Yiruma|spotify:artist:0fauHpmSHwodVYIjTqOGHz|s t e l l a|spotify:track:7eSSI3CStPIKDt8am8b0Fd|183500|42|2021-02-09T22:30:39.164Z
Yiruma|spotify:artist:0fauHpmSHwodVYIjTqOGHz|Autumn Finds Winter|spotify:track:7rtVoa8YQPHb1dQyhOxCFm|241500|47|2021-02-09T22:27:35.661Z
Yiruma|spotify:artist:0fauHpmSHwodVYIjTqOGHz|f r a m e d - Piano Version|spotify:track:7kyVuvhuhOGsMEAA6zr24M|233000|44|2021-02-09T22:23:32.001Z
Yiruma|spotify:artist:0fauHpmSHwodVYIjTqOGHz|Walking In The Forest|spotify:track:3P9lW9xTkSp72M8bUSBRVC|187250|44|2021-02-09T22:19:39.025Z
Yiruma|spotify:artist:0fauHpmSHwodVYIjTqOGHz|f l o w e r|spotify:track:7xY9GqxdU37z77oagrMRSM|233500|45|2021-02-09T22:16:31.807Z
Yiruma|spotify:artist:0fauHpmSHwodVYIjTqOGHz|Nocturnal Mind|spotify:track:373VrlgiO8PfWBIFsAXvqH|194500|44|2021-02-09T22:12:38.325Z
Yiruma|spotify:artist:0fauHpmSHwodVYIjTqOGHz|May Be|spotify:track:5QIi1Vv5Wyb7Nw1Dz01xS9|306200|51|2021-02-09T22:09:23.324Z
Yiruma|spotify:artist:0fauHpmSHwodVYIjTqOGHz|Berrylands Rd.|spotify:track:769FKNYCb8aXyg5bYVAE7u|223000|52|2021-02-09T22:04:16.649Z
Yiruma|spotify:artist:0fauHpmSHwodVYIjTqOGHz|Reminiscent|spotify:track:5H9nnDuwE0UCEyQgN42XCs|192133|52|2021-02-09T22:00:33.160Z
Yiruma|spotify:artist:0fauHpmSHwodVYIjTqOGHz|Room With A View|spotify:track:7ftyxy2znzl4k3Ojwe8QZm|236000|53|2021-02-09T21:57:20.516Z
Yiruma|spotify:artist:0fauHpmSHwodVYIjTqOGHz|Waltz in C Minor (Only for Piano)|spotify:track:6L6TuOAEZHf93tJULIjQrj|228293|53|2021-02-09T21:32:55.582Z
Yiruma|spotify:artist:0fauHpmSHwodVYIjTqOGHz|Sunset Bird|spotify:track:1jcQ040aWKeiUGJ2IcnFtV|191000|57|2021-02-09T21:29:06.818Z
Yiruma|spotify:artist:0fauHpmSHwodVYIjTqOGHz|Kiss the Rain|spotify:track:4qto2kJITIHyE086P4WtkU|300413|58|2021-02-09T21:25:55.325Z
Yiruma|spotify:artist:0fauHpmSHwodVYIjTqOGHz|Kiss The Rain|spotify:track:7vd1j4IDTU0koES9M8dvBQ|260653|59|2021-02-09T19:11:52.577Z
Alex Cortiz|spotify:artist:484XUhtQMjzHZhvU0FrjCX|Razzmatazzed|spotify:track:6226wcHJbifKCqhN8ZCkMg|334867|24|2021-02-09T19:10:32.156Z
Kevin Yost|spotify:artist:1FPV5yJGV2urezFSaXrYDV|If She Only Knew|spotify:track:4uYEhYjwMCPCuqPbUz6MOm|419000|31|2021-02-09T01:50:36.968Z
Evren Furtuna|spotify:artist:2NykTAY9IaV2yBQ6FWaL2m|So Far Away|spotify:track:0rWSxMbNVpCimTeXcuTJdO|425106|22|2021-02-09T01:43:39.782Z
Una Luna|spotify:artist:6hKJteZkxCj4rEW8Enp9r7|Calm At Last|spotify:track:1cpsFVBA63bmSjNIhLGvhF|178979|42|2021-02-09T01:13:42.760Z
Johannes Bornlöf|spotify:artist:1yLIaxyVkZnLMXhfRSYEjV|Twinkle of the Lights|spotify:track:47F8RnUoxtsiQPGChhf78d|195235|54|2021-02-09T01:10:45.490Z
Arden Forest|spotify:artist:3LUa5res2UmvZ04kvlPMc7|Alabaster|spotify:track:07148It3eeWJjN4vJLZbRL|113908|46|2021-02-09T01:07:31.855Z
Tomasz Kraal|spotify:artist:1XJ3PChclslYOOvJ7fJRkJ|Behind Open Doors|spotify:track:1NYtyXeOhqTPxt4IkseYYb|210511|42|2021-02-09T01:05:39.588Z
Charles Bolt|spotify:artist:4FX5p8T76gw69sWyPbggCj|Standing Closer|spotify:track:0Sb16oRvWfy2qOdghC5ip6|181550|41|2021-02-09T01:02:10.845Z
Novo Talos|spotify:artist:09D82jKcSb3omGk0kInAea|Secrets|spotify:track:4ZS93iljwfbn4w6kNjGugS|207069|42|2021-02-09T00:59:10.793Z
Peter Sandberg|spotify:artist:3LtlJprzuq0Ii8p8YFZXai|Remove The Complexities|spotify:track:7McExzjmhDI5NQ6l4D9XR9|135668|60|2021-02-09T00:55:45.410Z
Elliot Ziegler|spotify:artist:0Wh30jSV0ZQf0IzHkEddBY|Portmeirion|spotify:track:2rNL1zppqgwWIzozc1UEq2|131000|43|2021-02-09T00:53:31.587Z
Arden Forest|spotify:artist:3LUa5res2UmvZ04kvlPMc7|Vistoris Lake|spotify:track:3VdBSfVHbHVqck9PDT7jDN|163448|37|2021-02-09T00:51:21.958Z
Alexandra Streliski|spotify:artist:0HyM2wwUfOsZYD4Dj5IOOZ|Bourrasques|spotify:track:67SWGpJCvEZqS4KfpQ2nn6|147573|35|2021-02-09T00:48:40.389Z
Gavin Luke|spotify:artist:2bqAlaRiT91dCQ7KMGnP8i|Sentient|spotify:track:2vBIOyCqBAoZ4Fxc4JOKL3|205625|46|2021-02-09T00:46:14.378Z
Charles Bolt|spotify:artist:4FX5p8T76gw69sWyPbggCj|No Time To Die (piano version)|spotify:track:2Z3X8hL25FTH8S26EBK71B|244340|42|2021-02-09T00:42:50.368Z
Novo Talos|spotify:artist:09D82jKcSb3omGk0kInAea|Morning Whisper|spotify:track:1Jj5GOtn7BoyruCmfJUa67|171898|45|2021-02-09T00:38:47.768Z
Tomasz Kraal|spotify:artist:1XJ3PChclslYOOvJ7fJRkJ|Valse Glacée|spotify:track:6nFq454HmDgKLSit00vniw|180544|45|2021-02-09T00:35:57.426Z
Una Luna|spotify:artist:6hKJteZkxCj4rEW8Enp9r7|Celador|spotify:track:4jzgLz8wgqezc4cMqWuMj0|192000|44|2021-02-09T00:32:58.645Z
Alexandra Streliski|spotify:artist:0HyM2wwUfOsZYD4Dj5IOOZ|Valse Pour Maman|spotify:track:4e8hyB6MPFNd6xpoytcGqc|141026|36|2021-02-09T00:29:48.369Z
Gavin Luke|spotify:artist:2bqAlaRiT91dCQ7KMGnP8i|Influences|spotify:track:3WDjgGtefZxEt3ctuBHTNL|187186|39|2021-02-09T00:27:28.750Z
Moux|spotify:artist:4jsMhXef3DBlwIfiVLEGDZ|Back Home|spotify:track:1pgSiIvNXVQAKlMvjvqL0r|160466|55|2021-02-09T00:24:23.421Z
Sigríður|spotify:artist:2L3YlhhQBndlD8eQJaF6dT|Welcome Home|spotify:track:5qRAUwgDqJ4fGWj8Td7e3O|252960|44|2021-02-09T00:21:44.604Z
Elliot Ziegler|spotify:artist:0Wh30jSV0ZQf0IzHkEddBY|Keep Me|spotify:track:21rxhltWEcMhJmEaSbma3z|190000|55|2021-02-09T00:17:33.383Z
Novo Talos|spotify:artist:09D82jKcSb3omGk0kInAea|For the Love of Love|spotify:track:7KWhxUrK9ofPTn3ItWceR5|143251|54|2021-02-09T00:14:25.017Z
Piano Novel|spotify:artist:1xeLCRvHTbkkV3mrSyEZsN|Imaginary Traces|spotify:track:3X2Bhii9QBswfR79HDjVSi|142426|44|2021-02-09T00:12:03.093Z
Tomasz Kraal|spotify:artist:1XJ3PChclslYOOvJ7fJRkJ|Luna From Soyuz|spotify:track:3Kprog2Huf1Zztj1Os7IeY|223582|42|2021-02-09T00:09:42.478Z
Gavin Luke|spotify:artist:2bqAlaRiT91dCQ7KMGnP8i|If You Were Still Here|spotify:track:78mbkYjCPa0lP9QVdfz9FS|135357|53|2021-02-09T00:06:00.588Z
Una Luna|spotify:artist:6hKJteZkxCj4rEW8Enp9r7|Yet To Be Told|spotify:track:0z8KHbvKPSnYXvHGG1LZHW|186666|43|2021-02-09T00:03:46.832Z
Alexandra Streliski|spotify:artist:0HyM2wwUfOsZYD4Dj5IOOZ|Comptine|spotify:track:2PNCZlujom1IsVNsaQ7TkG|92826|35|2021-02-09T00:00:41.579Z
Una Luna|spotify:artist:6hKJteZkxCj4rEW8Enp9r7|Send A Raven North|spotify:track:5ewxkXFz2Mfv7deyoMt9XB|153412|43|2021-02-08T23:59:10.574Z
Arden Forest|spotify:artist:3LUa5res2UmvZ04kvlPMc7|Dark Taupe|spotify:track:6Db1KvUpqQ6cKRLJ6L7aDm|156199|43|2021-02-08T23:56:38.815Z
Gavin Luke|spotify:artist:2bqAlaRiT91dCQ7KMGnP8i|Night Walk|spotify:track:0ePG8cXgoLfOqVYVX8Ju6a|140585|61|2021-02-08T23:54:04.302Z
Alexandra Streliski|spotify:artist:0HyM2wwUfOsZYD4Dj5IOOZ|New-York|spotify:track:3ADiHGDKqudppdOV3FwYCv|144600|36|2021-02-08T23:51:45.464Z
Peter Sandberg|spotify:artist:3LtlJprzuq0Ii8p8YFZXai|Dismantle|spotify:track:7gbSDq9luQx6yVl7HyJGIW|115578|52|2021-02-08T23:49:22.274Z
Elliot Ziegler|spotify:artist:0Wh30jSV0ZQf0IzHkEddBY|Lily Of The Nile|spotify:track:7dwIqQSrsL3Tmd6PhoI44E|147500|43|2021-02-08T23:47:28.577Z
Piano Novel|spotify:artist:1xeLCRvHTbkkV3mrSyEZsN|Sand Shelter|spotify:track:4ZspjeuRouPC61WlQfxfhN|137280|39|2021-02-08T23:45:02.517Z
Johannes Bornlöf|spotify:artist:1yLIaxyVkZnLMXhfRSYEjV|Streams|spotify:track:16oJbTzbcxatoOxZdteo3w|134922|61|2021-02-08T23:42:46.845Z
Gavin Luke|spotify:artist:2bqAlaRiT91dCQ7KMGnP8i|Sincerity|spotify:track:3fQdsoPpWz3sbwlvlMfBF3|144374|45|2021-02-08T23:40:33.588Z
Alexandra Streliski|spotify:artist:0HyM2wwUfOsZYD4Dj5IOOZ|Le Vieillard|spotify:track:6kYx2FrmVYzs5kDQi6Fuuh|149466|35|2021-02-08T23:38:10.911Z
Peter Sandberg|spotify:artist:3LtlJprzuq0Ii8p8YFZXai|Water|spotify:track:3kNnhQdPI4fbk2NIHJsrHc|206257|41|2021-02-08T23:35:43.034Z
Arden Forest|spotify:artist:3LUa5res2UmvZ04kvlPMc7|African Violet|spotify:track:5vIug0SecVlX2XcfsZnJ3B|182435|49|2021-02-08T23:32:18.530Z
Moux|spotify:artist:4jsMhXef3DBlwIfiVLEGDZ|Gaze|spotify:track:2XeZi7qwChzLOt32tsoPXV|160160|57|2021-02-08T23:29:17.940Z
Johannes Bornlöf|spotify:artist:1yLIaxyVkZnLMXhfRSYEjV|The Theory of Everything|spotify:track:6DQ8vVJalQstStxRwR116j|72087|46|2021-02-08T23:26:38.267Z
