artistName|artistUri|songName|songUri|songDuration|songPopularity|played_at
Yoyo Sham|spotify:artist:2OrCYFzQYE1TmevdYARnU1|牆|spotify:track:1CFOZk8wPQrlj49vhYj2Ko|246000|19|2020-06-11T16:26:35.189Z
Yoyo Sham|spotify:artist:2OrCYFzQYE1TmevdYARnU1|fly-電影「少年的你」片尾曲|spotify:track:0hkVJLQyaFdcNf5qP9WPH1|232000|45|2020-06-11T16:22:29.400Z
Yoyo Sham|spotify:artist:2OrCYFzQYE1TmevdYARnU1|牆 - Live at Blue Note Beijing 2017|spotify:track:2z9lENOakfiYbC83bq7673|311189|18|2020-06-11T16:14:08.080Z
Yoyo Sham|spotify:artist:2OrCYFzQYE1TmevdYARnU1|你知道你自己是誰嗎 - Live at Blue Note Beijing 2017|spotify:track:48yQRzhWb2iIl7UKnqkiMD|277192|24|2020-06-11T16:08:56.945Z
Yoyo Sham|spotify:artist:2OrCYFzQYE1TmevdYARnU1|不完美 - Live at Blue Note Beijing 2017|spotify:track:387i2CZkVoisDmMqn9TwY9|283221|22|2020-06-11T16:04:19.656Z
Yoyo Sham|spotify:artist:2OrCYFzQYE1TmevdYARnU1|如果我是一首歌 - Live at Blue Note Beijing 2017|spotify:track:6OicFiWzboOK6nCHIw0gxJ|203776|21|2020-06-11T15:59:36.481Z
Yoyo Sham|spotify:artist:2OrCYFzQYE1TmevdYARnU1|追光者 - Live at Blue Note Beijing 2017|spotify:track:1FKvAEwLUqZRbuvTPbfGYA|224949|34|2020-06-11T15:56:12.749Z
Yoyo Sham|spotify:artist:2OrCYFzQYE1TmevdYARnU1|完整 - Live at Blue Note Beijing 2017|spotify:track:0ohAbUaGISG5qFPAyDfAlD|224960|20|2020-06-11T15:52:27.813Z
Yoyo Sham|spotify:artist:2OrCYFzQYE1TmevdYARnU1|Leaving On A Jet Plane - Live at Blue Note Beijing 2017|spotify:track:5dGAjyvFN3kxDwVn7vyyBQ|311562|20|2020-06-11T15:48:42.914Z
Guo Ding|spotify:artist:1ov19Y7UXQnb6lKkP49s4I|It's Always The Little Things|spotify:track:2iwgz9oZJjmdxEaRfLzYsY|250720|48|2020-06-11T15:39:55.976Z
Yoyo Sham|spotify:artist:2OrCYFzQYE1TmevdYARnU1|剎那的烏托邦|spotify:track:5jSwI4xhySHMr6PaHMnBrx|316800|28|2020-06-11T15:35:45.370Z
Pakho Chau|spotify:artist:38t0Qk7AJg7YdrXmOC6TH1|終於我們 (feat. 岑寧兒)|spotify:track:2vl9ReLgF6lzbnDek9zHdx|249785|30|2020-06-11T15:27:30.921Z
Yoyo Sham|spotify:artist:2OrCYFzQYE1TmevdYARnU1|空隙 - Live at Blue Note Beijing 2017|spotify:track:1uq9CvtOiVKmzjuP3YaPh6|294997|21|2020-06-11T15:19:29.573Z
Yoyo Sham|spotify:artist:2OrCYFzQYE1TmevdYARnU1|You & I - Live at Blue Note Beijing 2017|spotify:track:65aepYLnbBHoA5rWMjQD1r|236773|21|2020-06-11T15:14:36.527Z
Yoyo Sham|spotify:artist:2OrCYFzQYE1TmevdYARnU1|Baby Song - Live at Blue Note Beijing 2017|spotify:track:3ZaIkUJ65f6AYOyoPHd2nl|191892|26|2020-06-11T15:10:39.750Z
JJ Lin|spotify:artist:7Dx7RhX0mFuXhCOUgB01uM|將故事寫成我們|spotify:track:3Vl7IqSQsAsfScssywTDny|335480|57|2020-06-10T19:35:26.075Z
A-Sun|spotify:artist:1HUW0M5URzPg6PrNZSzHXq|Stillness|spotify:track:0kyErLRQKL8DXVP3rSqA4e|250080|36|2020-06-10T19:27:22.377Z
Wanting|spotify:artist:2OC4lXfGEKZkbmRCcf2vTq|You Exist In My Song|spotify:track:5dyt4y2ubvpyP4ZyfEqkbv|214720|46|2020-06-10T19:22:07.722Z
JJ Lin|spotify:artist:7Dx7RhX0mFuXhCOUgB01uM|小酒窩|spotify:track:5OFtU1YvHPw9WSHJxoZi3r|216024|36|2020-06-10T19:18:34.108Z
Sammi Cheng|spotify:artist:3XCnp5UV5wnNw49Xuka9qH|我們都是這樣長大的|spotify:track:37gQxPrcu81gpr5SbOlIJO|283184|50|2020-06-10T19:15:13.648Z
Stefanie Sun|spotify:artist:0SIXZXJCAhNU8sxK0qm7hn|遇見|spotify:track:7AfLgy8mRxPtzSzkpx9AdQ|209760|45|2020-06-10T19:10:00.013Z
JJ Lin|spotify:artist:7Dx7RhX0mFuXhCOUgB01uM|學不會|spotify:track:4189WkgFJTybrDviyQbmdm|229500|51|2020-06-10T19:06:32.044Z
Jay Chou|spotify:artist:2elBjNSdBE2Y3f0j1mjrql|珊瑚海|spotify:track:4JY5s40ymnG18f6wxQtzPw|254320|58|2020-06-10T19:02:44.271Z
Yoyo Sham|spotify:artist:2OrCYFzQYE1TmevdYARnU1|如果我是一首歌 - Live at Blue Note Beijing 2017|spotify:track:6OicFiWzboOK6nCHIw0gxJ|203776|21|2020-06-10T18:55:40.215Z
Seven Lions|spotify:artist:6fcTRFpz0yH79qSKfof7lp|Falling Away - Festival Mix|spotify:track:0lZMfm6nKE6UXUXbUT7Nmr|297386|32|2020-06-10T18:50:52.171Z
Chris Stussy|spotify:artist:3BxjasMelf9pKaE4f7Y0So|Whatudo|spotify:track:4jtfPz8MINYNvF556nSdUd|427500|41|2020-06-10T18:45:56.634Z
Hozier|spotify:artist:2FXC3k01G6Gw61bmprjgqS|Work Song|spotify:track:4Vc3bzFxXdrABa2DxgyCMT|229720|60|2020-06-10T18:38:50.918Z
Ross Couch|spotify:artist:6n9tw6ZtS39CELDQAKvanX|Within Your Soul (The Disclosure Project Remix)|spotify:track:36BEGpoi2xsGM3OIiNYSZ7|367868|30|2020-06-10T18:35:03.021Z
Eli & Fur|spotify:artist:5CkVLGKUJkIc1pmSk10QP4|Night Blooming Jasmine|spotify:track:7dmYX1vPSgo0sBnhuUQkbX|226196|36|2020-06-10T18:23:01.089Z
Past Palms|spotify:artist:4wzqfemtgKDNKhFjsKANf8|Rainwater|spotify:track:21czP5QqCN1DMCvQiGY1zb|329993|35|2020-06-10T18:16:10.066Z
Edgar Mondragón|spotify:artist:5I0dT5ftsahh9CXCvwWS0D|Nova|spotify:track:0hNjpXoBes0taQu4rMT8mE|265776|39|2020-06-10T18:10:40.868Z
DJ Dynamic|spotify:artist:4halciay6PQybn7sOmLAtz|On & On - Radio Edit|spotify:track:1VFZADSU4eRR62eKzRu2bJ|276719|36|2020-06-10T18:06:16.790Z
Braxton|spotify:artist:3yOWDl4RunYUhE6dWCXhp4|When The Sun Goes Down|spotify:track:11kQ6z0DWHrhV7Z1aX4vW6|284147|29|2020-06-10T18:01:41.820Z
Honey Dijon|spotify:artist:0XfQBWgzisaS9ltDV9bXAS|Thunda (feat. John Mendelsohn) - HNNY Remix|spotify:track:7FcN74qp11KkNO0Xd7WMxU|422188|44|2020-06-10T17:56:59.364Z
Model Man|spotify:artist:2T5NLCuN31j79zbxZ2XCSA|Without You|spotify:track:70GBnWr5S9pNvdG24uMNrl|275702|35|2020-06-10T17:49:58.976Z
Mozez|spotify:artist:3r6uJM01I6meTehVwh0q2b|Love Is Alive|spotify:track:4NRWOq8GohOo62jFxIzMF8|222000|35|2020-06-10T16:43:40.945Z
Reflekt|spotify:artist:6TwTAUcCILwoSPY2N3etuY|Need To Feel Loved - Tinlicker Remix|spotify:track:5bHbUMtuZIpHtTPdoJmcaN|308053|53|2020-06-10T16:40:00.662Z
Joris Voorn|spotify:artist:4jGpKAmwvU263l0tUh4xKU|Messiah (feat. HÆLOS)|spotify:track:4ZHfD6DH0JsuJkyeXaLMdk|347857|43|2020-06-10T16:31:42.098Z
Kidnap|spotify:artist:3PvqCbhNlq96JXxPszCMZT|Moments - Ben Böhmer & Nils Hoffmann Remix|spotify:track:3RF7yizTDynqcKO9EmypOy|250206|58|2020-06-10T16:25:55.923Z
Dezza|spotify:artist:3p7y4jD6cIfONGyx6xaFik|Hello|spotify:track:65YR184CwqJCs5QRiw3lq5|202500|19|2020-06-10T16:20:40.516Z
Jody Wisternoff|spotify:artist:5gTVJRQmuS88nOhhdHqErL|The Bridge - Chicane Rework|spotify:track:23S3VBhXxJBGYs8MCzygpb|217440|46|2020-06-10T16:17:18.035Z
Emmit Fenn|spotify:artist:3VVLqeEqQQqTgT8YhfY9Z6|Yellow|spotify:track:0zDDc616MQciHCOLiPDacv|272727|57|2020-06-10T14:23:57.976Z
Hazey Eyes|spotify:artist:3r0RZ55RKisnnF0jVcYrVR|Emotion|spotify:track:2X1qZ7Hd7hSdlA6Nl5PwtU|204525|50|2020-06-10T14:21:12.264Z
Jody Wisternoff|spotify:artist:5gTVJRQmuS88nOhhdHqErL|For Those We Knew - Extended Mix|spotify:track:2kNA5wROvHrhPYPjM2Oocy|365477|27|2020-06-10T14:17:49.467Z
Maceo Plex|spotify:artist:3TXQ1ddouwQAI78hV4hXDj|Love Somebody Else|spotify:track:5SQsRtN6nyvpMHShbSoBOC|494492|47|2020-06-10T14:11:43.972Z
Diskay|spotify:artist:0jhEMuo7mHO0SS3ikkimR5|Last Lights|spotify:track:6i2QJEGameaPraR3elBda1|223645|31|2020-06-10T12:56:14.202Z
Ben Böhmer|spotify:artist:5tDjiBYUsTqzd0RkTZxK7u|Flug & Fall - Edit|spotify:track:6ffxu4OQhpMm610PBPwsEZ|316654|50|2020-06-10T12:48:51.229Z
DRAMA|spotify:artist:7LvvNoUPwTZpgXDWBRrfHg|Missing|spotify:track:5tcuzbAuNSGrwC2pcuXbXH|348642|47|2020-06-10T12:43:36.254Z
Kidnap|spotify:artist:3PvqCbhNlq96JXxPszCMZT|And in Me Too the Wave Rises|spotify:track:7D3EXhMWQT02QyuCQAh2yB|272228|31|2020-06-10T12:37:49.468Z
Kidnap|spotify:artist:3PvqCbhNlq96JXxPszCMZT|Moments - Ben Böhmer & Nils Hoffmann Remix|spotify:track:3RF7yizTDynqcKO9EmypOy|250206|58|2020-06-10T12:33:18.943Z
Atnarko|spotify:artist:4kLZn1OB6ZUI3PYDcHqscQ|Solid Ground - Fred Everything Lazy Vox|spotify:track:6NNU7hU6gUczPba9o8t6nu|380000|2|2020-06-10T12:29:00.081Z
Rage Against The Machine|spotify:artist:2d0hyoQ5ynDBnkvAbJKORj|Killing In The Name|spotify:track:59WN2psjkt1tyaxjspN8fp|313573|78|2020-06-10T12:21:03.072Z
Rage Against The Machine|spotify:artist:2d0hyoQ5ynDBnkvAbJKORj|Killing In The Name|spotify:track:59WN2psjkt1tyaxjspN8fp|313573|78|2020-06-10T01:42:51.279Z
Atnarko|spotify:artist:4kLZn1OB6ZUI3PYDcHqscQ|Solid Ground - Fred Everything Lazy Vox|spotify:track:6NNU7hU6gUczPba9o8t6nu|380000|2|2020-06-09T23:04:55.169Z
Mat Kearney|spotify:artist:2NQEwAVHBNcI0tGMLlWwF1|Ships In The Night|spotify:track:0RUXHlYhA057fCOe2vqIqu|255893|53|2020-06-09T22:25:33.139Z
James Bay|spotify:artist:4EzkuveR9pLvDVFNx6foYD|If You Ever Want To Be In Love|spotify:track:0UGRfHjN5t2qRMgfTpYnd3|238973|52|2020-06-09T22:21:18.298Z
The Shins|spotify:artist:4LG4Bs1Gadht7TCrMytQUO|40 Mark Strasse|spotify:track:3klMnAnAWXdo6MomqXeJMn|278533|38|2020-06-09T22:17:33.930Z
Novo Amor|spotify:artist:0rZp7G3gIH6WkyeXbrZnGi|From Gold|spotify:track:3AQhXfkD5BijatJVv2DsJV|214335|58|2020-06-09T22:12:57.122Z
The Middle East|spotify:artist:6imbHAlhHrFwtsOgqpeBK2|Blood|spotify:track:13yuX1iqobZtQtq5lr8UoC|326920|56|2020-06-09T22:09:24.556Z
Mumford & Sons|spotify:artist:3gd8FJtBJtkRxdfbTu19U2|Below My Feet|spotify:track:5IfDHFqpsEYKdfizOUB65x|290813|31|2020-06-09T22:03:59.433Z
City and Colour|spotify:artist:74gcBzlQza1bSfob90yRhR|Body in a Box|spotify:track:6s1KueoadfyibmDupR1rPp|252120|40|2020-06-09T21:59:10.367Z
Ray LaMontagne|spotify:artist:6DoH7ywD5BcQvjloe9OcIj|Jolene|spotify:track:2fSIF8CJhoc9CJhF9vJDXp|250866|66|2020-06-09T21:54:59.852Z
Blind Pilot|spotify:artist:6qiGjRyN7TJ1GA2nXF68Hi|I Buried a Bone|spotify:track:37I7UKIDzuSFqbLkORGxb9|159560|36|2020-06-09T21:50:50.862Z
Smallpools|spotify:artist:4iiQabGKtS2RtTKpVkrVTw|Dreaming|spotify:track:6cMswWRv4lAU3mh5lclgCc|216253|59|2020-06-09T21:48:12.965Z
fun.|spotify:artist:5nCi3BB41mBaMH9gfr6Su0|Carry On|spotify:track:5xZjfKSfTooDP2rcAgjxlH|278373|58|2020-06-09T21:44:38.466Z
The Postal Service|spotify:artist:5yV1qdnmxyIYiSFB02wpDj|Such Great Heights - Remastered|spotify:track:27LyQFdQbui4TnRs05cZ8C|266506|64|2020-06-09T21:40:01.843Z
Ingrid Michaelson|spotify:artist:2vm8GdHyrJh2O2MfbQFYG0|The Way I Am|spotify:track:43ddJFnP8m3PzNJXiHuiyJ|135386|60|2020-06-09T21:35:37.013Z
Bon Iver|spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ|Skinny Love|spotify:track:2cbic3TiUENlJX91y67ARR|238520|71|2020-06-09T21:33:23.378Z
City and Colour|spotify:artist:74gcBzlQza1bSfob90yRhR|Northern Wind|spotify:track:65HOlqJpNqaUbateZw2GrA|255773|48|2020-06-09T21:29:26.642Z
City and Colour|spotify:artist:74gcBzlQza1bSfob90yRhR|The Grand Optimist|spotify:track:58CHujf89H5cuuZqm4RaLn|245093|47|2020-06-09T21:25:12.576Z
Beirut|spotify:artist:6pmxr66tMAePxzOLfjGNcX|Elephant Gun|spotify:track:0MtVmhAx6CxNuxFIUc6Mj9|348893|61|2020-06-09T21:21:09.269Z
Phoenix|spotify:artist:1xU878Z1QtBldR7ru9owdU|Girlfriend|spotify:track:1y93GivWNLkNwZafKo4CjY|204106|46|2020-06-09T21:15:21.988Z
The Lumineers|spotify:artist:16oZKvXb6WkQlVAjwo2Wbg|Ophelia|spotify:track:2yiuyvn2N7IA9kIImugRkZ|160097|61|2020-06-09T21:11:59.736Z
The Paper Kites|spotify:artist:79hrYiudVcFyyxyJW0ipTy|Featherstone|spotify:track:45p0MAVey0dnjZXo8kMUzh|229626|57|2020-06-09T21:09:21.382Z
Mumford & Sons|spotify:artist:3gd8FJtBJtkRxdfbTu19U2|Awake My Soul|spotify:track:3khbaRkdMXpwxd6Ege88gj|255826|58|2020-06-09T21:05:33.483Z
The Lumineers|spotify:artist:16oZKvXb6WkQlVAjwo2Wbg|Stubborn Love|spotify:track:4MoiNtMeGRzQ3KjdETmogz|279000|53|2020-06-09T21:01:19.385Z
Mumford & Sons|spotify:artist:3gd8FJtBJtkRxdfbTu19U2|Ghosts That We Knew|spotify:track:4ClTOGZc8kcb8l58Vx5z5A|339720|52|2020-06-09T20:56:42.084Z
City and Colour|spotify:artist:74gcBzlQza1bSfob90yRhR|Of Space and Time|spotify:track:5uAKVmWGpcdZyOB0DUlQCM|212782|40|2020-06-09T20:51:04.175Z
The Killers|spotify:artist:0C0XlULifJtAgn6ZNCW2eu|Human|spotify:track:1sTsuZTdANkiFd7T34H3nb|245373|73|2020-06-09T20:47:32.999Z
Beach House|spotify:artist:56ZTgzPBDge0OvCGgMO3OY|Zebra|spotify:track:0ZAhJvqW67Epg4IsLIaSTR|288720|51|2020-06-09T20:43:29.502Z
John Mayer|spotify:artist:0hEurMDQu99nJRq8pTxO14|Slow Dancing in a Burning Room - Live at the Nokia Theatre, Los Angeles, CA - December 2007|spotify:track:4OT8GH9u9Gx7ydJ49ULunN|319226|56|2020-06-09T20:38:42.394Z
Mumford & Sons|spotify:artist:3gd8FJtBJtkRxdfbTu19U2|Hold on to What You Believe - Live from Shepherd's Bush Empire, 2010|spotify:track:2va7x2PRDMO8wRDvkK5hwV|244466|46|2020-06-09T20:33:24.902Z
Tracy Chapman|spotify:artist:7oPgCQqMMXEXrNau5vxYZP|Baby Can I Hold You - 2015 Remaster|spotify:track:25uNuaOHgtIpW0BJ0xW2Gu|192773|42|2020-06-09T20:29:22.300Z
Angus & Julia Stone|spotify:artist:4tvKz56Tr39bkhcQUTO0Xr|Silver Coin|spotify:track:1Ux2nV2e3vbCjNfw5HZdYG|297533|37|2020-06-09T20:26:11.197Z
Of Monsters and Men|spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz|Little Talks|spotify:track:2ihCaVdNZmnHZWt0fvAM7B|266600|77|2020-06-09T20:21:15.407Z
Augustana|spotify:artist:61YE3whKiuRr83j1yOm5M7|Sweet and Low - New Album Version|spotify:track:1W4c3lEi67BG5Ev7CgYqNi|214066|47|2020-06-09T20:16:50.590Z
Phoenix|spotify:artist:1xU878Z1QtBldR7ru9owdU|1901|spotify:track:3FM33HqRlV7J1QJoPOnd2u|193106|65|2020-06-09T20:13:18.179Z
Augustana|spotify:artist:61YE3whKiuRr83j1yOm5M7|Boston|spotify:track:2WZyfujzMweFLnozyUJBkW|245933|64|2020-06-09T20:10:06.812Z
Milky Chance|spotify:artist:1hzfo8twXdOegF3xireCYs|Flashed Junk Mind|spotify:track:5mpLcXEsk3jjzLFGuNKk5I|262000|62|2020-06-09T20:06:02.696Z
GoldFord|spotify:artist:4I2QW85rkIhCRRZt1kuBqS|Upside Down|spotify:track:30KASkwK84sWmVEqs5gu09|215253|40|2020-06-09T20:01:42.316Z
James Bay|spotify:artist:4EzkuveR9pLvDVFNx6foYD|Hold Back The River|spotify:track:7tmtOEDxPN7CWaQWBsG1DY|238746|63|2020-06-09T19:58:08.918Z
James Vincent McMorrow|spotify:artist:7FDlvgcodNfC0IBdWevl4u|Higher Love|spotify:track:3rocTBn0NsGrVAHGOZNzH5|214786|54|2020-06-09T19:54:11.909Z
Jack Johnson|spotify:artist:3GBPw9NK25X1Wt2OUvOwY3|Banana Pancakes|spotify:track:451GvHwY99NKV4zdKPRWmv|191906|70|2020-06-09T19:50:38.812Z
Hozier|spotify:artist:2FXC3k01G6Gw61bmprjgqS|Someone New|spotify:track:2DNXgvkyv35vTWvdgjs7qn|222813|65|2020-06-09T19:47:28.697Z
City and Colour|spotify:artist:74gcBzlQza1bSfob90yRhR|Constant Knot|spotify:track:5HM8KiKkMBcnMbt3YfGqoL|243120|34|2020-06-09T19:43:47.629Z
City and Colour|spotify:artist:74gcBzlQza1bSfob90yRhR|Against the Grain|spotify:track:08TqjIMc3jEpWsfRZknoXq|226000|36|2020-06-09T19:39:46.229Z
Bastille|spotify:artist:7EQ0qTo7fWT7DPxmxtSYEc|Overjoyed|spotify:track:0DXSFW60giCV8wC26lBaMf|206253|48|2020-06-09T19:36:01.929Z
Mumford & Sons|spotify:artist:3gd8FJtBJtkRxdfbTu19U2|Little Lion Man|spotify:track:6JnufVNLIO5F5Lk4sEVLeI|246973|68|2020-06-09T19:32:37.425Z
Hozier|spotify:artist:2FXC3k01G6Gw61bmprjgqS|Jackie and Wilson|spotify:track:0PywzrV955BnXDC8FHAf0n|223120|58|2020-06-09T19:28:32.226Z
The Tallest Man On Earth|spotify:artist:2BpAc5eK7Rz5GAwSp9UYXa|To Just Grow Away|spotify:track:5S6OSr8fSGXJpGf1xk2GyG|197440|32|2020-06-09T19:24:50.814Z
Yoyo Sham|spotify:artist:2OrCYFzQYE1TmevdYARnU1|如果我是一首歌 - Live at Blue Note Beijing 2017|spotify:track:6OicFiWzboOK6nCHIw0gxJ|203776|21|2020-06-09T19:18:20.658Z
Jay Chou|spotify:artist:2elBjNSdBE2Y3f0j1mjrql|一路向北|spotify:track:31RIphTQ9y4zStkH5xRWgW|294240|56|2020-06-09T19:14:14.931Z
Mayday|spotify:artist:16s0YTFcyjP4kgFwt7ktrY|突然好想你|spotify:track:0IAgufC1FlOg1nZMmRZxRr|265866|61|2020-06-09T19:09:22.429Z
Eason Chan|spotify:artist:2QcZxAgcs2I1q7CtCkl6MI|十年|spotify:track:25pWemriUQVrZ3yIiS2IBf|205423|58|2020-06-09T19:04:58.322Z
JJ Lin|spotify:artist:7Dx7RhX0mFuXhCOUgB01uM|愛笑的眼睛|spotify:track:2SxXpn73WqM4zWhmWxeQ4s|251521|52|2020-06-09T19:01:34.610Z
JJ Lin|spotify:artist:7Dx7RhX0mFuXhCOUgB01uM|突然累了|spotify:track:3fjOzgvAtKM0UeZF9tvU4F|251000|29|2020-06-09T18:57:24.840Z
Jay Chou|spotify:artist:2elBjNSdBE2Y3f0j1mjrql|七里香|spotify:track:3kwqNLXvsjSrIXbVsRBj8q|295306|55|2020-06-09T18:53:15.433Z
Jay Chou|spotify:artist:2elBjNSdBE2Y3f0j1mjrql|稻香|spotify:track:6Uq8BnOxvXJsQiJ2XqfO5P|223453|56|2020-06-09T18:48:21.937Z
JJ Lin|spotify:artist:7Dx7RhX0mFuXhCOUgB01uM|背對背擁抱|spotify:track:5OZeRuBBRpEY13BagcAOLJ|234890|55|2020-06-09T18:44:40.207Z
Jay Chou|spotify:artist:2elBjNSdBE2Y3f0j1mjrql|外婆|spotify:track:0CShrfhwT7jnU255KHoTLf|240520|45|2020-06-09T18:40:47.141Z
Sonny Fodera|spotify:artist:39B7ChWwrWDs7zXlsu3MoP|All or Nothing - Edit|spotify:track:67x0FRySB587IO758Oxqlj|200097|44|2020-06-08T20:01:35.097Z
Joshua Heath|spotify:artist:4DZd0GgjRMmBIPfn3cV3s5|My Headphones|spotify:track:0BnUv0kEti0uNzIOyGf2Uu|483546|1|2020-06-08T19:58:16.819Z
Atnarko|spotify:artist:4kLZn1OB6ZUI3PYDcHqscQ|Solid Ground - Fred Everything Lazy Vox|spotify:track:6NNU7hU6gUczPba9o8t6nu|380000|2|2020-06-08T19:47:11.282Z
Jody Wisternoff|spotify:artist:5gTVJRQmuS88nOhhdHqErL|The Bridge - Chicane Rework|spotify:track:23S3VBhXxJBGYs8MCzygpb|217440|46|2020-06-08T19:35:09.642Z
Toka Project|spotify:artist:5r7L27ZkMlLJVQB6SfbYOp|People|spotify:track:2Age46IjUVkz1Z0ZF5Xvek|343760|10|2020-06-08T19:22:29.188Z
JT Donaldson|spotify:artist:4sg0H3qltIBMe0G25XjwUN|Stay Inside (feat. Liv.e) - Extended Mix|spotify:track:7r7GbgLvii3kZK0EsWh4QM|307422|16|2020-06-08T19:16:47.509Z
JT Donaldson|spotify:artist:4sg0H3qltIBMe0G25XjwUN|Stay Inside (feat. Liv.e) - Extended Mix|spotify:track:7r7GbgLvii3kZK0EsWh4QM|307422|16|2020-06-07T23:58:25.084Z
Inland Knights|spotify:artist:24qTaTAb0O9XuSee6NeAAD|After Me|spotify:track:0HaGbLXCiC0ZVSvBDWnXPd|209518|11|2020-06-07T23:54:21.169Z
Jay West|spotify:artist:7jVYPwiZPY5XAnPGUs7thP|Got Me Insane|spotify:track:6Mb8FdwgKGTL7ctE2DJL69|379830|17|2020-06-07T23:50:53.394Z
Eddie Leader|spotify:artist:71EKtkjfbfAO9WghDGKNgl|Feel For You - Boris Dlugosch Remix|spotify:track:3WV52ADvCITkC6Lt7k3zEL|434250|20|2020-06-07T23:44:35.295Z
Atnarko|spotify:artist:4kLZn1OB6ZUI3PYDcHqscQ|Solid Ground - Fred Everything Lazy Vox|spotify:track:6NNU7hU6gUczPba9o8t6nu|380000|2|2020-06-07T23:37:21.135Z
Kings Of Tomorrow|spotify:artist:2b8d0BREA7r3nbVhD649yX|Fall For You (Sandy Rivera's Classic Mix) - Moodymann Edit|spotify:track:66yhlgEIsoUY4jIC9eeWcc|192653|49|2020-06-07T23:30:36.420Z
Loui & Scibi|spotify:artist:6hhoNEHkx7jEWiJxOBvUX4|Don't Lie - Original Mix|spotify:track:3fWef195Y2RnoZC3BPxOoX|318000|15|2020-06-07T23:27:25.553Z
Lovebirds|spotify:artist:4UW65n6QZ8YmanLPuUXVui|Love's Like Dancin|spotify:track:1cCslLZw8hFg8KrWpOPTEC|391067|38|2020-06-07T23:22:08.375Z
Miguel Migs|spotify:artist:6sqqGHyJ1Dnt1qKKe9iGAi|The Distance feat. Aya|spotify:track:2CzA9jD66ckRJyfh8WxHof|311186|37|2020-06-07T23:15:39.021Z
Miguel Migs|spotify:artist:6sqqGHyJ1Dnt1qKKe9iGAi|This Feelin (feat. Andy Allo)|spotify:track:00beHO2oTWTZMfcGukiHo2|318282|31|2020-06-07T23:09:26.079Z
Sandy Rivera|spotify:artist:6eChRUoyiCUCrUbwbT9Jq3|Long Time Coming|spotify:track:4X1wOM6NnIP33c19wjNuZC|332250|37|2020-06-07T23:04:09.199Z
JazzyFunk|spotify:artist:0li5XmZHJUApwd0Rfl9Fzt|Blue Marlins - Pascal Junior Remix|spotify:track:26gKEBDECDFEUm2njiRoTp|371803|37|2020-06-07T22:58:49.428Z
James Curd|spotify:artist:2PwiPk4hJp1MX6zH2YJmIL|Let's Bounce|spotify:track:3m6WiL5tJxtLVAtwd1LnZs|224820|31|2020-06-07T22:50:33.793Z
Loui & Scibi|spotify:artist:6hhoNEHkx7jEWiJxOBvUX4|Don't Lie - Satin Jackets Remix|spotify:track:2QwCXXN0Fh57zWNcRFjGyx|354000|32|2020-06-07T22:46:50.682Z
Giom|spotify:artist:43Of1c5VKtUcPmNZTLu2it|Red Light - Giom Remix|spotify:track:0azLy9Bms7TLMyGDHZZk0T|448571|8|2020-06-07T22:34:34.072Z
Giom|spotify:artist:43Of1c5VKtUcPmNZTLu2it|The Move|spotify:track:62A20qqEQpo9Q6kwBb9Dg9|458586|17|2020-06-07T22:22:46.520Z
Fresh & Low|spotify:artist:2W4RGn8br96aceIfOzi8fI|Love Capsule Deluxe - Phunk Diggaz Vocal Dub|spotify:track:3gg3ju1pX2pmK1LntQVHEA|375391|3|2020-06-07T21:57:20.889Z
Lycoriscoris|spotify:artist:44fky3vQ6AYZ15CmNYrmyt|Blue - Grandbrothers Remix|spotify:track:2s60OiMIjTcAFWKOn4azAO|380272|44|2020-06-07T19:38:38.800Z
Tinlicker|spotify:artist:5EmEZjq8eHEC6qFnT63Lza|Need You|spotify:track:0LcN82PW3JQLCnyEQWAFs5|213977|45|2020-06-07T07:16:38.707Z
Zimmer|spotify:artist:2pts5B2shsEtIVC4onTFKb|Wildflowers|spotify:track:5xl0p7WkEry8QAOxTs28kY|217986|53|2020-06-07T07:13:13.748Z
Satin Jackets|spotify:artist:5Gn7NoCZvbVlGgtZMILRcv|Automatic|spotify:track:086LXhF8zjtpNbpVhGryF2|276693|52|2020-06-07T07:09:44.660Z
Mild Minds|spotify:artist:3Ka3k9K2WStR52UJVtbJZW|EMBRACER|spotify:track:7vW3ftN6WuuAlQHtfjfcMZ|326146|33|2020-06-07T07:05:16.903Z
Tourist|spotify:artist:2ABBMkcUeM9hdpimo86mo6|Emily|spotify:track:5BBLZEFIhoIjyW7IE5aJ29|231804|52|2020-06-07T06:59:59.724Z
Kyson|spotify:artist:1ysHnRqLx1sIFxUlahQftx|Every High - Young & Sick in-Flight Remix|spotify:track:0b8llsVuNdqBiXloRSKsVg|258000|53|2020-06-07T06:56:16.954Z
Lane 8|spotify:artist:27gtK7m9vYwCyJ04zz0kIb|Brightest Lights|spotify:track:49jWS1fz7QZQa4mBIqB0mu|412800|51|2020-06-07T06:52:07.815Z
Elderbrook|spotify:artist:2vf4pRsEY6LpL5tKmqWb64|Bird Song|spotify:track:51Wao8QZ4Fv4zamKbRnKQd|196318|62|2020-06-07T06:45:23.910Z
Catching Flies|spotify:artist:4zAOqBfNLyWFvj1e3yvypJ|Satisfied|spotify:track:2BirbjcIsHDyoNTfzAfkyG|317177|53|2020-06-07T06:42:16.733Z
